Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
20:45,0.544011532,0.687828812,0.749453262,0.863959703,0.968698422,1.05953347
21:00,0.502857705,0.603557131,0.720137846,0.808849794,0.957734749,1.090261308
21:15,0.556493808,0.651674475,0.786812945,0.848813966,0.941847299,1.049592704
21:30,0.566691503,0.67215251,0.746882176,0.842852954,0.925658413,1.028655364
21:45,0.558628714,0.674807973,0.793290934,0.867878918,0.927611336,1.058943261
22:00,0.521141553,0.662590529,0.701757935,0.886352646,0.977453932,1.099160008
22:15,0.525559289,0.683679676,0.732631634,0.896939001,0.92261149,1.029497588
22:30,0.54005487,0.65848736,0.735781615,0.853275002,0.968542887,1.023378716
22:45,0.553502458,0.677935813,0.721454142,0.821106831,0.98505592,1.020832808
23:00,0.507690399,0.605295721,0.779645616,0.832939035,0.943077018,1.027682738
23:15,0.530278387,0.608497013,0.733099969,0.870709003,0.909961685,1.073840647
23:30,0.588001625,0.604419083,0.746920757,0.834543739,0.962714217,1.040624722
23:45,0.50422022,0.607865728,0.786506925,0.810750709,0.941797809,1.081983108
